0.052828364,-0.11505535,0.66907364,0.6377648,-0.79053897,0.4463501,-0.27715597,-0.33711383,0.119558506,-0.1476628
-0.070690915,0.06582716,0.31529313,-0.5259119,-0.39849266,0.30079648,0.33914363,0.36946124,0.3527665,-0.23018639
0.02596159,0.02410148,-0.40304893,-0.3565078,-0.2054921,0.24988136,-0.44819376,-0.07162287,0.17569841,-0.21887876
-0.117480226,0.36835977,-0.6644781,-0.13472775,0.02659679,-0.2706046,0.2800332,0.16833794,0.1819061,-0.16150081
-0.17521939,-0.3405575,-0.15923537,-0.45187488,-0.50912124,-0.0049579735,0.2974686,-0.26560074,-0.16753939,-0.5191567
-0.07156525,0.30983463,0.15175764,-0.34930378,0.22989632,0.4396322,0.3399836,-0.18508457,0.36980572,0.5726325
0.1010785,0.08379349,0.5723375,-0.14108436,0.3892987,-0.39722237,-0.61054033,-0.38044202,0.3189361,0.45906764
0.11258074,-0.31885418,0.20084156,0.13574354,0.054849334,0.099849045,0.16358843,0.30503187,0.7440757,0.44614646
0.14515617,-0.4828767,-0.17293248,-0.42220855,0.06562324,0.20422523,-0.7571607,0.2679832,-0.1459357,0.26597697
0.36272123,0.24295281,0.23998003,0.58982515,0.64318746,-0.22189125,0.42859477,-0.121944025,0.106505536,0.076200746
