-0.68756807,-0.6019955,-0.7167007,-0.090556644,0.2055447,-0.6655255,-0.2749526,-0.32669264,-0.75862265,0.6421425
-0.92117274,-0.24898179,-0.3573185,0.82380414,0.51365477,-0.7033132,-0.0051915646,-0.092130765,-0.4086207,0.7074374
-0.16838829,-0.43429294,-0.49642387,0.87186915,0.99010575,-0.5252639,-0.27937067,-0.10315742,-0.06483626,0.8468157
-0.591829,-0.84296846,-0.85107774,0.59271187,0.005650861,-0.027060125,-0.052957214,-0.14307684,-0.63806015,1.0358758
0.87027,0.2254432,0.048747357,-0.65674096,-0.13727298,-0.034667652,0.6907493,0.56403,0.726984,-0.90711135
0.7646973,0.41635278,0.25681576,-0.60472506,-0.35371587,-0.15959807,0.4515227,0.7937067,0.4225131,-0.88972586
-0.2097969,-0.6431582,-0.79363495,0.83227843,0.571294,-0.8407478,-0.49059743,0.12562439,-0.14047773,0.3850575
0.6619902,0.74939644,0.69674474,-0.16688927,-0.34308806,0.6170385,0.24961181,-0.16917405,0.70057124,-0.76383096
0.34981313,0.8235376,0.19017471,-0.6703183,-0.28294793,0.46677232,0.078845054,0.48102722,0.4000257,-1.0400246
0.7450342,0.85911286,0.57578033,-0.37618896,-0.1948207,-0.21485008,0.7167556,0.7749767,0.3570255,-0.41310865
